GeneId	SRR4423201_rep1	SRR4423202_rep2	SRR4423203_rep3	SRR4423204_rep4
Gm43083	0	0	0	0
Dr1	295	582	182	268
Gm43081	0	0	26	0
Pigg	399	631	320	341
9330198I05Rik	0	0	0	0
Gm42518	0	0	0	0
Gm42517	0	58	0	17
Gm10419	0	6	0	0
Pde6b	0	0	0	0
Atp5k	68	208	76	108
Gm34319	0	1	0	0
Mfsd7a	0	88	29	36
Pcgf3	153	232	129	125
Gm10086	0	0	0	1
Cplx1	48	11	0	4
Gm43364	0	0	0	0
Gak	2091	4568	1895	2083
Gm43365	0	27	0	4
Tmem175	272	477	211	303
Dgkq	229	456	194	146
Idua	91	201	137	78
Slc26a1	1	25	33	18
Fgfrl1	160	323	176	263
Rnf212	0	20	0	10
1700047L14Rik	0	11	4	0
Tmed11	0	0	0	0
Vmn2r8	0	0	0	0
Gm18594	0	0	0	0
Vmn2r9	0	0	0	0
Gm20629	0	0	0	0
Gm10417	0	0	0	0
Vmn2r-ps21	0	0	0	0
Gm42627	0	0	0	0
Gm18971	0	0	0	0
Gm18595	0	0	0	0
Vmn2r10	0	0	0	0
Gm5871	0	0	0	0
Vmn2r11	0	0	0	0
Vmn2r12	0	0	0	0
Vmn2r13	0	0	0	0
Vmn2r14	0	0	0	0
Gm8473	0	0	0	0
Vmn2r15	0	0	0	0
Vmn2r16	0	0	0	0
Gm7171	0	0	0	0
Vmn2r17	0	0	0	0
Gm18555	0	0	0	0
Gm8488	0	6	29	0
Gm8493	465	1748	434	992
Crlf2	2486	4668	1251	2619
Vmn2r-ps23	0	0	0	0
ENSMUSG00002075066	0	0	0	0
5430403G16Rik	0	6	0	0
4930522L14Rik	40	9	14	0
Gm8508	1	0	4	0
A430073D23Rik	0	4	0	0
Gm10416	0	4	0	0
Gm26779	0	2	0	4
Gm15446	20	27	0	8
1010001B22Rik	0	3	0	0
Zfp932	0	34	2	4
Gm17655	0	2	0	0
Gm35315	0	4	0	6
Plcxd1	0	79	0	31
Gtpbp6	102	129	112	54
Zfp605	10	83	71	65
Gm15484	0	2	0	0
Chfr	351	783	338	621
Gm43136	0	2	0	0
Gm15787	0	19	0	10
Golga3	1090	1594	720	766
Gm43138	0	0	0	0
5930411N13Rik	0	10	0	6
Ankle2	335	813	321	497
Pgam5	168	368	243	269
Gm15788	0	0	0	0
Pxmp2	29	67	35	44
Pole	130	300	301	204
Gm26277	0	0	0	0
Gm15791	0	0	0	0
Gm15792	0	4	0	0
P2rx2	870	1838	548	1111
Lrcol1	22	101	9	82
Fbrsl1	1059	2346	785	1200
Gm42596	36	65	26	24
Gm32996	0	0	0	0
A630023P12Rik	0	0	0	0
Galnt9	26	21	0	20
Noc4l	113	229	165	127
Ddx51	405	627	126	346
Gm42595	13	8	10	10
Ep400	4565	8066	4404	4591
Mir7026	0	1	0	0
Gm22716	0	0	0	0
Gm26079	0	0	0	0
Gm22583	0	2	0	0
Gm15559	0	29	0	12
Pus1	87	238	49	83
Ulk1	1125	2587	1405	1316
Hscb	28	88	46	43
Chek2	130	83	0	50
Gm42779	0	0	0	0
Ttc28	809	1464	875	578
Gm15989	1	12	2	1
Gm42778	53	47	34	28
Mir701	0	6	0	0
Gm15988	0	0	0	0
Gm42780	0	2	0	0
Gm43677	0	12	0	0
Gm43676	0	0	0	0
ENSMUSG00002076336	0	0	0	0
Gm27680	0	0	0	0
ENSMUSG00002075664	0	0	0	0
Pitpnb	173	410	43	143
Gm43118	0	0	0	0
Mn1	4	72	28	16
Gm43119	0	0	0	0
C130026L21Rik	0	4	0	0
Gm42489	0	0	0	0
Gm26897	0	1	0	0
E130006D01Rik	0	0	0	8
Gm16019	0	0	0	0
Gm36535	0	0	0	0
Gm42488	0	0	0	0
1700016B01Rik	0	70	52	34
1700028D13Rik	15	36	0	36
Miat	41	115	72	80
Gm26953	0	8	0	2
ENSMUSG00002074930	0	0	0	0
ENSMUSG00002076466	0	0	0	0
ENSMUSG00002075414	0	0	0	0
ENSMUSG00002075709	0	0	0	0
Cryba4	105	156	93	196
Crybb1	76	258	0	126
Tpst2	460	1406	646	798
Tfip11	703	1142	468	679
Srrd	149	216	94	176
Hps4	270	552	329	278
Gm6583	0	29	15	0
Gm43759	5	32	43	8
Gm43758	0	8	19	10
Gm20636	22	5	17	4
Asphd2	0	2	0	25
Sez6l	60	210	41	96
Gm6588	26	149	27	118
Gm27004	36	28	0	38
1700034G24Rik	37	220	27	127
4933415J04Rik	71	261	88	94
Gm42864	0	3	0	0
Gm42865	0	2	16	0
Myo18b	985	2799	821	1289
1700095B10Rik	131	128	34	95
Grk3	430	816	319	516
Gm22740	0	0	0	0
Crybb2	5	2	0	0
Gm43247	0	0	0	0
Crybb3	0	8	0	10
2900026A02Rik	1205	2657	1582	997
Gm43246	0	3	0	0
F830115B05Rik	0	4	0	0
4930557B06Rik	0	1	0	0
Gm42161	0	10	0	0
Gm43094	8	116	16	0
Tmem211	0	4	0	0
Sgsm1	713	1424	589	814
4930405N21Rik	0	23	26	24
Gm43353	20	44	4	18
Mir7229	0	0	0	0
Mir7230	0	8	0	0
Aym1	0	40	14	5
Wscd2	155	331	112	194
Cmklr1	162	148	8	184
Gm15736	24	84	22	41
1700069L16Rik	24	22	32	6
Ficd	496	938	546	600
Sart3	750	1992	856	1103
Gm3511	24	14	0	10
Iscu	199	475	185	351
Tmem119	0	31	16	10
Gm19931	0	6	0	2
Selplg	59	62	2	15
Coro1c	193	483	312	310
Gm17122	0	0	0	0
Gm43335	8	8	0	0
Gm43336	0	4	0	0
Gm42797	0	2	0	0
Gm22056	0	4	0	0
Ssh1	254	546	356	268
Dao	30	73	61	82
Svop	925	2670	1013	1425
Usp30	686	1201	452	637
Gm17833	6	57	38	26
Gm42913	2	10	18	0
Alkbh2	78	82	41	26
Ung	788	1426	512	686
Acacb	1356	3201	978	1599
Gm13784	14	10	20	0
Foxn4	0	0	0	0
Myo1h	118	468	57	240
Kctd10	345	450	174	194
Ube3b	7503	11864	5550	8111
Mir7027	0	0	0	0
Mmab	94	169	70	76
Mvk	343	893	343	482
Gm13790	0	1	0	0
Fam222a	941	2426	671	1300
Trpv4	83	270	34	148
Gltp	82	316	96	171
Tchp	373	638	194	379
Gm42789	10	4	4	0
Mir7028	0	1	0	0
Git2	305	510	125	207
4930515G01Rik	0	20	0	17
Ankrd13a	2388	4601	2716	3084
1500011B03Rik	115	319	122	183
Ywhaq-ps2	0	0	0	0
Gm13821	0	23	0	0
Mir6240	0	0	0	0
4930519G04Rik	176	191	103	149
Gm9936	24	16	0	17
Gm13823	0	0	0	0
Oasl2	34	239	66	76
Gm13822	0	0	0	0
Oasl1	57	94	0	14
2210016L21Rik	61	206	38	153
Hnf1a	0	0	0	0
Hnf1aos1	0	2	0	0
Hnf1aos2	0	0	0	0
1810017P11Rik	0	0	0	0
Sppl3	662	1296	515	686
C730045M19Rik	0	8	0	0
Gm13827	0	5	0	0
Gm10401	0	0	0	0
Rpl37rt	7	11	5	22
Acads	515	769	535	505
Unc119b	1024	2321	1330	1270
Mlec	5008	10648	5525	5203
Cabp1	65	35	0	18
Gm13828	0	0	0	0
Pop5	57	145	81	48
Rnf10	2001	5460	2040	2795
Gm13831	0	0	0	0
Coq5	201	535	89	347
Gm13829	0	0	0	0
Dynll1	481	1195	477	657
Gm13830	32	164	101	43
Srsf9	413	1048	402	536
Gatc	236	542	239	243
Triap1	78	181	81	79
Cox6a1	1174	2979	1060	1889
Gm42903	0	8	0	0
4930401G09Rik	0	0	0	0
Gm13832	0	0	0	0
A930005G22Rik	0	0	0	0
Gm43231	0	0	0	0
Msi1	263	730	222	416
4930430O22Rik	9	2	2	0
Pla2g1b	0	2	0	4
Sirt4	254	524	372	229
Gm24265	16	87	11	24
Gm24407	0	58	0	90
Gm13836	0	15	0	7
Pxn	1930	3495	1812	1572
Gm13840	0	3	0	0
Rplp0	3056	4975	2749	3669
Gcn1	4593	8217	4059	3535
Mir7029	0	0	0	0
1110006O24Rik	228	399	71	177
Rab35	182	418	177	177
Mir7030	0	0	0	0
Bicdl1	437	959	313	554
Gm13841	0	0	0	0
Cit	620	1703	773	824
Gm42473	12	0	0	0
Gm42471	0	0	0	0
Gm14508	68	6	0	18
Prkab1	367	742	289	470
Gm13842	0	2	0	0
Gm17420	0	0	0	0
Tmem233	0	0	0	0
C330018A13Rik	0	7	0	0
Ccdc60	548	1170	430	764
Gm14507	0	0	0	2
Gm13837	0	0	0	0
Gm13839	0	2	0	0
Gm13838	0	0	0	0
B230112J18Rik	0	0	0	0
4933424N20Rik	0	38	38	26
4930562A09Rik	42	49	22	23
Hspb8	224	372	258	250
Srrm4os	0	0	0	0
Srrm4	13	30	6	28
Gm42853	0	0	0	0
4933430H06Rik	0	4	18	6
Gm42854	0	0	0	0
Gstm2-ps1	26	27	67	37
Gm43122	0	0	0	0
Gm29926	0	0	0	10
4930569F06Rik	0	0	0	0
Gm7478	1	1	2	0
Suds3	1136	2884	1135	1286
9530046B11Rik	117	334	140	144
Taok3	346	748	145	486
Gm43637	0	13	0	0
5S_rRNA	0	4	0	0
Pebp1	11351	19229	8514	13382
Gm3786	0	2	0	0
Gm42546	0	0	0	0
BC051077	0	20	22	24
Gm10399	0	10	27	19
Vsig10	999	2561	1231	1551
Gm15727	49	189	105	120
Wsb2	2050	4352	1706	2257
Rfc5	81	292	231	113
Gm15728	22	3	14	13
Ksr2	1431	3942	2426	2269
Gm42550	0	26	0	0
Nos1	709	1478	576	686
Gm37028	0	0	0	0
Gm26995	0	2	0	0
U6	0	0	0	0
Fbxo21	145	535	286	245
Gm42545	0	0	0	0
Tesc	20	23	34	24
Fbxw8	1189	2841	1177	1346
Gm9754	0	65	0	4
Gm26411	0	0	0	0
Hrk	0	0	0	0
Rnft2	90	116	105	14
7SK	0	0	0	0
Spring1	172	162	170	95
Gm25076	0	0	0	0
Gm28563	0	2	0	18
ENSMUSG00002075849	0	0	0	0
Btf3-ps11	0	0	0	0
Med13l	2408	4678	1656	1907
Gm43785	0	0	0	10
Gm43788	0	12	0	4
Gm43275	14	10	20	4
Gm43274	0	26	1	0
Gm43052	0	12	0	0
Gm43051	33	12	0	0
Gm43782	0	17	0	4
Gm43342	0	0	0	0
4930413E15Rik	12	20	23	39
Gm43784	0	0	0	6
1700081H04Rik	0	10	0	0
Gm7538	0	13	0	0
5S_rRNA	0	0	0	0
Gm31314	5	16	61	14
Tbx3os1	137	66	20	38
Gm43399	12	12	0	0
Gm16063	20	47	6	0
Gm16064	0	0	0	0
Tbx3	1688	4039	2472	1819
Tbx3os2	28	75	0	8
1700021F13Rik	14	28	0	4
Gm43050	0	0	0	0
Tbx5	803	1831	715	695
Gm43269	0	0	0	0
Gm38554	33	240	78	79
5S_rRNA	0	0	0	0
Rbm19	317	475	385	198
Gm10390	9	22	20	0
Gm42655	0	0	0	0
ENSMUSG00002075229	0	0	0	0
Gm42654	0	15	4	13
Gm27199	0	0	0	0
Lhx5	0	2	0	0
Sdsl	68	137	62	66
Sds	0	9	31	6
Gm15690	0	0	0	0
Plbd2	1823	3378	1602	1728
Slc8b1	810	1706	645	904
Tpcn1	1264	2174	911	1299
2510016D11Rik	34	20	0	14
Iqcd	75	275	164	130
Rita1	230	426	293	200
Ddx54	3490	8161	2994	4227
Gm43579	0	11	0	0
Cfap73	38	49	8	23
Gm42657	0	0	0	0
Gm15749	0	10	0	0
Rasal1	196	359	131	214
Dtx1	50	45	10	46
Oas2	0	28	0	4
Gm43068	0	0	0	0
Oas3	34	30	15	20
Gm43069	0	2	0	0
Oas1e	0	0	0	0
Oas1c	57	43	10	30
Oas1b	0	10	36	38
Oas1f	0	0	0	0
ENSMUSG00002076672	0	0	0	0
Oas1h	0	0	0	0
Oas1g	0	11	0	3
Oas1a	0	32	0	10
Oas1d	0	0	0	0
Gm7573	0	0	0	0
Rph3a	68	273	76	94
Gm42656	0	0	0	0
Ptpn11	968	1948	996	1178
Gm42930	0	12	8	0
Rpl6	801	1858	847	1158
Gm26205	0	0	0	0
Hectd4	23200	49875	16163	26767
Gm24671	0	0	0	0
Trafd1	902	1424	610	941
Gm42917	0	0	0	0
Gm42918	89	130	32	99
Naa25	328	467	261	238
Gm43420	0	11	6	0
Erp29	359	928	614	580
Tmem116	66	229	107	115
Gm15546	0	5	0	1
Adam1b	122	173	75	79
4930477O15Rik	0	4	0	0
Adam1a	225	510	138	243
Gm42878	308	459	71	206
Mapkapk5	72	153	45	92
Gm15547	18	46	0	38
Aldh2	4277	7887	3829	3908
Gm42879	28	0	0	0
Acad12	567	736	637	416
Acad10	661	1484	1077	670
Brap	793	1549	760	899
Atxn2	634	1728	619	815
Gm43571	39	44	2	6
Gm16552	0	1	0	7
Gm42866	0	11	0	0
Sh2b3	925	1990	761	1122
Mir7031	0	0	0	0
1700008B11Rik	92	173	100	96
4933437G19Rik	0	4	0	0
Pheta1	128	335	155	238
Cux2	216	530	242	350
Gm3970	0	2	0	0
Gm15637	0	0	0	0
Myl2	2	50	0	22
Ccdc63	199	609	184	463
Ppp1cc	444	984	449	556
Gm42748	79	157	54	68
Hvcn1	168	147	138	128
Tctn1	245	406	81	226
Gm15481	0	0	0	0
Pptc7	316	548	149	180
Gm15842	0	0	0	10
Rad9b	39	172	95	96
Vps29	158	163	88	84
Fam216a	196	340	237	312
Gpn3	197	356	62	162
Gm42830	0	0	0	0
Arpc3	448	940	414	413
Gm42829	0	4	0	0
Anapc7	656	846	500	497
Gm15846	0	0	0	0
Atp2a2	2063	4091	1596	2144
Gm43359	0	20	0	0
Gm43360	0	0	0	8
Gm43361	0	26	0	0
Gm22965	0	0	0	0
Ift81	358	812	332	417
Gm43541	0	0	1	0
Gm43301	0	2	0	8
P2rx7	59	85	28	77
Mir8115	0	0	0	0
Gm10064	0	0	0	0
P2rx4	353	449	404	193
Camkk2	597	1295	657	671
Gm43684	0	0	0	0
Anapc5	1827	3166	1337	1689
Rnf34	210	404	202	215
Kdm2b	543	1569	741	831
Gm43411	0	2	31	0
Gm44574	0	0	0	0
A930024E05Rik	0	35	0	23
Gm2479	0	0	0	0
Orai1	359	812	373	496
Morn3	685	1298	279	851
Gm43412	56	22	0	10
Gm6444	7	2	4	5
Tmem120b	0	60	10	28
Rhof	58	58	1	46
Gm43413	0	6	0	0
AI480526	304	744	173	342
Gm38102	118	251	107	82
4932422M17Rik	99	145	0	41
Setd1b	2031	5234	1868	2257
Psmd9	159	404	186	279
Hpd	4	33	0	7
Gm43409	0	0	0	0
Wdr66	297	597	221	501
Rpl35a-ps6	0	0	0	0
Gm15857	0	15	0	0
Gm15860	22	49	8	12
Bcl7a	471	1022	732	386
Gm23458	0	10	0	0
5830487J09Rik	0	10	0	5
Gm15747	0	0	0	0
Mlxip	623	1643	628	679
Gm42907	0	6	0	6
Gm42908	0	0	0	0
Gm43813	42	16	10	16
Rpl31-ps6	0	6	0	0
Il31	8	44	24	34
Lrrc43	393	964	385	681
Gm15751	14	23	20	0
Diablo	10	93	125	33
B3gnt4	0	0	0	0
Gm49027	14	20	0	25
ENSMUSG00002076894	0	0	0	0
Mir7647	0	0	0	0
Vps33a	669	797	408	279
Gm43133	0	2	0	0
Clip1	1129	3275	1342	1536
Gm24840	0	0	0	0
Gm42651	0	11	0	6
Gm43797	0	2	0	0
Zcchc8	259	834	180	356
Rsrc2	79	331	75	183
Kntc1	940	1710	581	1197
Hcar2	0	14	10	19
Hcar1	177	221	93	153
Denr	133	445	158	200
Gm43518	0	2	0	0
Ccdc62	248	347	253	267
Hip1r	1653	2979	1209	1379
Mir7032	0	0	0	0
Vps37b	778	2362	804	1250
Gm37939	0	0	0	0
Gm34086	11	13	0	6
Gm43661	0	8	12	1
Abcb9	368	672	537	325
Gm16001	97	74	13	75
Ogfod2	465	1109	269	581
Arl6ip4	209	592	50	377
Pitpnm2	1138	1940	948	1200
Pitpnm2os2	0	11	0	10
Pitpnm2os1	83	143	65	95
Gm42425	0	6	10	9
Mphosph9	1745	3771	1338	2249
7SK	0	0	0	0
Gm43339	16	5	0	0
Gm43340	10	33	18	8
Mtrfr	39	95	46	66
Cdk2ap1	17	85	14	65
Sbno1	1256	2747	1079	1305
Gm37415	0	14	0	0
ENSMUSG00002076658	0	0	0	0
Kmt5a	66	397	190	127
Rilpl2	52	192	96	61
Gm15621	0	0	0	0
Snrnp35	76	137	26	77
Rilpl1	16	29	0	40
Gm43034	0	2	14	0
Tmed2	246	307	43	116
Ddx55	72	263	132	60
Eif2b1	112	223	116	143
Gtf2h3	30	248	77	221
Tctn2	496	725	309	492
Atp6v0a2	501	986	505	491
U6	2	0	0	0
4930404A12Rik	0	0	0	0
Dnah10	2001	3885	1192	2263
Gm43777	0	2	0	0
Ccdc92	1358	3354	1174	2191
Zfp664	382	1049	467	423
Rflna	0	4	0	0
Ncor2	20721	61310	16877	30009
Gm42838	0	0	0	0
Gm42839	0	6	0	0
Gm32585	0	14	0	3
Scarb1	2606	5474	3441	3035
Gm42633	20	68	22	16
Gm40323	0	0	0	0
Ubc	3700	4151	2890	2459
Gm10382	566	2422	581	919
Dhx37	737	1779	350	878
Gm43752	0	12	11	3
Bri3bp	901	2360	1080	1349
Gm43756	0	8	1	6
Aacs	3575	5650	3327	2768
ENSMUSG00002076951	0	6	0	4
Tmem132b	28	50	27	20
Gm4868	87	137	46	72
1700048F04Rik	96	281	205	159
Gm42945	0	0	0	0
Gm42952	0	0	0	0
Gm7774	0	0	1	1
Gm23151	0	0	0	0
Gm37700	0	0	0	0
Gm40330	0	1	12	0
Gm24839	0	0	0	0
1700081B01Rik	0	5	0	8
Gm33347	30	14	0	20
Gm42953	0	0	0	0
Gm40331	0	4	0	0
Gm42955	0	0	0	0
4933438B17Rik	73	31	34	11
Gm43475	0	0	0	0
4930572K03Rik	0	10	0	15
Gm43476	0	0	0	0
Tmem132c	428	713	483	361
Tmem132cos	35	34	22	24
9430087B13Rik	0	0	0	0
Gm42980	0	0	0	0
Slc15a4	131	393	192	225
Gm43474	0	16	0	13
Glt1d1	1824	2840	1534	2373
Tmem132d	0	18	0	3
Gm17132	0	0	0	0
Gm17131	0	0	0	0
Gm42497	0	0	0	0
Gm42496	0	0	0	0
Gm42817	0	0	0	0
Gm42495	0	0	0	0
Gm42500	0	0	0	0
4930573I07Rik	0	0	2	10
Gm42499	0	0	0	0
Fzd10os	12	15	0	6
Gm42498	0	6	0	0
Fzd10	8	4	0	14
Piwil1	783	983	454	750
4930553I04Rik	0	0	0	0
Rimbp2	891	1793	884	792
Gm42875	5	30	0	6
Gm42871	0	0	0	0
Stx2	135	437	167	291
Ran	416	869	393	453
Adgrd1	173	512	167	228
Rps16-ps2	14	14	13	17
Gm43001	174	375	67	154
Gm40332	0	0	0	0
Sfswap	667	1267	467	761
Gm42979	56	42	25	24
Mmp17	0	51	30	34
Gm6139	2	3	1	3
Zfp11	8	25	37	20
Septin14	20	10	0	0
Mrps17	118	216	114	148
Nipsnap2	226	481	354	347
Gm15903	0	18	0	8
Psph	418	870	187	480
Cct6a	662	1170	697	565
Gm23245	0	0	0	0
Snora15	0	0	0	0
Sumf2	84	212	191	131
Phkg1	0	6	0	8
Gm42790	0	0	0	0
Chchd2	313	927	419	577
Zbed5	0	9	1	15
Nupr1l	2489	5433	1381	3455
Vkorc1l1	413	933	482	294
Gm42986	46	58	0	36
Gm43482	0	43	37	8
Gusb	480	671	280	253
Asl	1766	3036	1350	1471
Crcp	108	248	26	167
Tpst1	39	145	22	94
2210412B16Rik	0	0	0	0
Kctd7	127	122	110	41
Rabgef1	308	753	424	421
Ndufa12-ps	15	15	81	58
Gm15921	0	3	0	2
Tmem248	721	1539	805	809
Gm6598	0	16	39	2
Gm42467	0	4	0	4
Sbds	304	740	260	413
Tyw1	565	1050	267	447
Caln1	0	16	0	0
A330070K13Rik	0	2	0	0
Gm43418	0	0	0	0
U6	0	0	0	0
Gm42894	0	0	0	0
Galnt17	48	69	0	67
Gm42897	1	2	0	0
Gm42896	0	0	0	0
Gm43165	0	0	0	0
Gm43166	0	0	0	0
Gm29681	0	0	0	0
Auts2	60	496	51	151
5S_rRNA	0	0	0	0
Gm42589	0	6	0	0
Gm42588	0	6	0	6
2810432F15Rik	0	0	0	0
Gm42591	0	0	0	0
Gm43483	0	6	0	0
Gm42443	0	6	0	0
Gm42442	40	4	0	0
4930563F08Rik	0	1	34	0
C230071H17Rik	0	6	0	4
Gm42441	0	2	0	0
Gm42440	0	10	0	0
Gm42439	14	5	0	0
Gm42438	0	8	0	0
Gm42991	30	24	22	25
Gm42992	0	26	22	0
2610011E03Rik	8	4	0	0
Gm42993	0	25	0	0
Gm42995	0	4	0	0
Gm42996	0	3	0	0
Gm42989	0	26	0	0
Gm43019	0	21	4	0
Gm43018	0	2	0	0
Gm43187	0	12	0	18
Gm43188	0	16	0	0
Gm43186	0	3	0	0
Gm28616	0	0	0	0
Gm42626	0	0	0	0
Gm38373	0	0	0	0
7SK	0	0	0	0
Gm42625	0	0	0	0
Gm10051	0	4	2	1
Gm17979	0	0	0	0
Gm36667	9	4	0	0
Gm7902	0	0	0	0
Gm2404	0	0	0	0
1700030N18Rik	0	9	0	4
Gm15627	0	0	0	0
Castor2	302	451	157	269
Rcc1l	263	546	147	249
B230377A18Rik	0	8	0	0
Gtf2ird2	52	210	91	143
7SK	1	0	0	0
Ncf1	8	21	5	7
Gtf2i	995	1503	717	932
Gm43481	14	16	0	0
Gm43480	14	4	0	0
Mir3965	0	0	0	0
Gtf2ird1	644	1179	531	481
5S_rRNA	0	0	0	0
ENSMUSG00002076751	0	0	0	0
Gm42882	0	7	0	0
Gm16020	0	0	0	1
Gm42885	0	0	0	0
Clip2	1945	4796	1056	2230
2700029L08Rik	0	1	0	0
Gm42884	0	0	0	0
Syna	20	30	0	12
Mir7228	0	0	0	0
Rfc2	708	1262	571	627
Lat2	14	111	4	63
Eif4h	2053	5143	2304	2703
Limk1	928	2173	692	857
Gm10369	0	2	0	0
Eln	1	44	0	6
Gm30003	0	2	0	0
Tmem270	1362	3634	1301	1941
Cldn13	16	178	52	43
Gm50473	12	0	0	2
4933439J24Rik	52	59	39	20
Gm50474	20	48	6	14
9030607J07Rik	0	4	17	0
Mettl27	788	1216	455	747
Cldn4	1703	2509	1390	1917
Cldn3	7164	13747	6203	8825
Wbscr25	11316	19341	9234	15829
Rps29-ps	0	38	0	10
Gm43372	0	243	49	99
Abhd11	385	676	178	362
Abhd11os	8	48	6	38
Stx1a	1	16	0	14
Bud23	165	542	308	271
Gm25492	0	1	0	0
Dnajc30	85	213	167	110
Vps37d	20	65	0	6
Mlxipl	134	265	137	126
Gm43500	0	0	0	0
Tbl2	551	977	558	571
Bcl7b	57	207	100	126
Baz1b	755	1603	579	797
ENSMUSG00002075935	0	0	0	0
Fzd9	0	16	28	2
9430007M09Rik	0	0	0	0
Fkbp6	10	122	6	50
Trim50	0	2	0	4
Nsun5	109	184	69	102
Pom121	2807	7738	2342	4172
Mir7033	0	1	0	0
Hip1	879	1837	911	764
Gm42731	0	0	0	0
Ccl26	0	0	0	0
Ccl24	0	0	0	0
Gm43123	0	0	0	4
Rhbdd2	194	513	180	225
Gm15607	0	0	0	0
Gm21839	0	0	0	0
Gm43091	0	0	0	0
Por	2657	3943	2463	2093
Gm16061	1	11	1	0
Tmem120a	620	1241	458	881
Mir7034	0	0	0	0
Styxl1	90	196	15	117
Mdh2	2581	4656	2158	2729
Srrm3	28	30	11	22
ENSMUSG00002076764	0	0	0	0
Srrm3os	100	89	0	50
Gm22450	0	0	0	0
Hspb1	28	141	42	53
Gm42533	0	0	0	0
Ywhag	733	1875	851	925
Ssc4d	36	112	73	34
Zp3	0	0	0	0
Dtx2	204	599	278	364
Upk3b	2	40	0	0
Upk3bl	0	19	0	6
Rasa4	56	336	132	163
U12	0	0	0	0
Gm15701	0	3	0	2
Mir7035	0	0	0	0
Polr2j	14	67	20	73
Gm43604	14	0	0	0
Lrwd1	338	822	493	547
Alkbh4	68	216	49	143
Orai2	22	39	27	36
Prkrip1	60	208	19	74
Gm5050	0	2	0	4
Sh2b2	55	167	124	56
Cux1	3309	6060	2217	3960
Gm16599	26	28	0	14
A430110C17Rik	0	10	0	18
Mir721	0	0	0	0
Gm38082	1	10	0	2
Myl10	99	105	45	50
Col26a1	3113	7188	2168	3410
Gm20485	0	0	12	0
Gm43649	0	0	0	0
Ift22	191	428	192	275
4933404O12Rik	64	202	83	101
Fis1	301	929	380	473
Cldn15	0	4	0	0
Znhit1	255	827	238	525
Plod3	381	644	170	322
Mir702	0	0	0	0
Gm7284	0	0	0	0
Gm26989	0	0	0	0
Vgf	579	2148	493	912
Ap1s1	227	517	292	274
Serpine1	0	0	0	2
Trim56	318	791	321	312
Muc3	26	84	20	55
Gm40348	4	15	0	8
Gm31160	0	12	0	4
Gm20768	0	2	0	0
Muc3a	6	66	0	24
Gm42456	0	1	0	6
Ache	13	10	0	11
Mir8116	0	0	0	0
Ufsp1	44	173	65	102
Srrt	1895	2847	673	1249
Mir7036	0	0	0	0
Gm43013	0	0	0	0
Trip6	161	590	317	312
Slc12a9	341	793	393	364
Gm43012	0	30	0	0
Ephb4	26	72	32	75
Zan	2332	4998	1654	2966
Rpl36-ps9	0	0	0	0
Epo	0	15	0	0
Pop7	101	246	69	182
9130604C24Rik	16	14	0	18
Gm8066	48	170	0	37
Gigyf1	1204	2263	509	855
Gnb2	3779	6717	3766	4044
Mir6418	0	0	0	0
Gm17112	15	35	0	12
Actl6b	0	6	0	14
Tfr2	296	633	280	286
Mospd3	286	1100	258	448
Gm7285	0	3	0	0
Pcolce	158	419	119	252
Fbxo24	1606	2903	966	1669
Gm36266	10	42	39	27
Gm16089	0	16	18	7
Lrch4	39	143	94	51
Gm20605	40	59	11	6
Sap25	0	0	0	0
Irs3	0	4	0	0
Agfg2	692	1718	964	691
Gm15498	0	0	0	0
Gm15753	8	21	0	11
Nyap1	77	100	63	53
Tsc22d4	1299	2821	982	1686
Ppp1r35	138	290	204	199
Mepce	1111	1539	625	964
Zcwpw1	39	115	58	62
Pilra	0	2	0	6
Pilrb1	0	0	0	0
Gm36551	0	2	36	10
Pilrb2	0	6	0	0
Gm43495	0	0	0	0
Gm43494	0	0	0	0
Gm3103	0	0	0	0
Cyp3a13	0	0	0	0
Gm15502	0	0	1	1
Gm8099	4	1	1	0
Gjc3	0	0	0	0
Azgp1	205	400	276	215
Gm4963	0	0	0	0
Gm29127	1	2	0	1
Smok3a	10	21	9	0
Smok3b	0	3	0	1
Smok3c	9	99	18	29
Zkscan1	491	873	330	390
Gm43493	0	0	0	0
Zscan21	235	431	204	290
Zfp113	76	123	73	83
Cops6	408	643	275	404
Mcm7	502	655	225	434
Mir25	0	0	0	0
Mir93	0	0	0	0
Mir106b	0	0	0	0
Ap4m1	143	280	123	116
Taf6	226	467	149	348
Cnpy4	90	79	33	46
Mblac1	26	94	32	108
Gm454	0	0	0	0
Gm43645	0	0	0	0
Gm22956	0	0	0	0
Nxpe5	6	85	20	38
Lamtor4	189	264	102	190
Trappc14	474	801	273	491
6330418K02Rik	0	2	0	0
Gal3st4	0	0	0	0
Gm43720	0	2	0	0
Gpc2	25	88	12	77
Stag3	882	1720	869	1009
Pvrig	0	0	20	0
Pvrig-ps	0	2	32	0
Gm10874	10	22	38	16
Got2-ps1	10	2	3	2
Gm25525	0	1	0	0
Cyp3a61-ps1	0	1	11	0
Gm48029	0	0	0	0
Zfp157	0	30	109	14
Gm5564	0	0	1	1
Vmn2r-ps24	0	0	0	0
1700123K08Rik	12	26	0	41
Zfp68	48	113	71	62
ENSMUSG00002075951	0	0	0	0
Gm15497	0	0	0	0
Gm42815	0	5	0	0
A430033K04Rik	0	108	136	34
Gm38232	0	0	0	0
Fam20c	80	137	88	80
