GeneId	ERR2012000_ctrol1	ERR2012001_ctrol2	ERR2012003_ctrol3	ERR2012004_ctrol4	ERR2012005_msus1	ERR2012006_msus2	ERR2012007_msus3	ERR2012008_msus4	ERR2012009_msus5	ERR2012010_msus6
AY702102	11	10	7	15	6	24	16	26	49	3
Zfp217	180	113	238	93	67	217	204	327	524	65
Gm14270	0	0	0	3	0	0	1	0	1	3
Bcas1	25	5	8	4	0	21	6	11	11	0
Bcas1os2	23	1	4	11	4	2	3	6	9	1
Bcas1os1	0	0	0	0	0	1	0	0	0	0
Gm14269	1	0	0	0	0	0	0	0	2	0
Cyp24a1	61	3	1	0	1	4	3	3	1	0
Pfdn4	17	6	12	15	7	49	22	17	32	29
Gm16796	0	0	1	0	0	3	1	15	0	0
Gm14637	0	1	2	0	1	0	0	0	0	0
4930470P17Rik	4	4	6	10	2	9	7	4	4	0
Gm14264	11	0	0	0	1	0	1	1	3	0
Dok5	6	2	9	3	6	5	11	3	19	0
Gm14263	5	0	0	0	0	0	0	0	0	0
Gm14266	7	1	1	0	1	0	5	16	6	0
Gm14640	0	2	3	1	0	0	0	7	0	0
1700007M16Rik	0	1	0	0	1	0	0	0	1	0
Gm26489	0	0	1	0	0	0	0	0	0	0
1700028P15Rik	17	2	6	3	2	5	2	8	2	13
Gm14272	0	0	0	3	0	0	0	0	0	0
Gm14641	0	2	0	0	0	1	0	0	1	0
Cbln4	58	0	0	0	2	2	1	0	0	0
Gm14271	26	1	0	0	0	1	0	2	0	3
Gm14274	8	0	1	1	0	3	0	8	4	0
ENSMUSG00002075990	0	0	0	0	0	0	0	0	0	0
Mc3r	19	2	1	0	0	11	1	9	0	0
Gm14275	0	0	0	0	0	0	4	0	0	0
Gm14273	2	0	1	0	0	2	1	6	2	0
Fam210b	50	48	122	45	46	169	187	126	229	47
Aurka	29	6	16	12	6	33	32	39	55	0
Cstf1	35	22	45	25	22	68	93	46	128	26
Cass4	26	5	4	3	3	3	8	10	13	4
Gm14455	15	1	2	0	0	0	0	0	0	0
Rtf2	164	85	184	99	69	303	286	209	429	47
Gcnt7	13	6	2	1	0	0	2	7	1	0
Fam209	0	3	15	2	1	5	4	10	4	0
Gm14303	31	45	90	61	39	249	105	221	109	17
Tfap2c	34	1	4	9	2	21	13	18	28	7
ENSMUSG00002075929	0	0	2	0	0	0	0	0	0	0
Bmp7	62	43	91	56	50	141	114	123	229	27
Spo11	60	4	10	2	7	31	12	9	24	5
Rae1	44	28	44	34	48	89	132	84	209	43
Rbm38	29	9	9	3	2	28	29	20	53	0
Gm20490	0	0	0	0	0	0	0	0	0	0
Gm14453	5	0	1	0	0	0	0	0	1	0
Ctcfl	34	6	9	19	2	8	8	16	9	0
Ctcflos	50	7	4	7	2	4	6	27	5	0
Pck1	80	2	1	0	2	11	3	8	11	1
Zbp1	27	17	15	0	4	14	25	14	24	4
Pmepa1	280	180	404	136	97	267	431	371	663	61
Pmepa1os	0	2	1	2	0	0	3	7	3	0
Gm14642	0	0	0	5	0	0	0	2	0	0
1700021F07Rik	8	2	7	10	9	10	15	8	33	6
Ankrd60	175	116	95	161	124	84	183	273	527	64
Ppp4r1l-ps	249	72	119	65	60	74	168	134	297	23
Rab22a	171	74	208	79	79	289	370	313	530	103
Mir6340	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	4	3	1	4	3	5	11	12	21	7
Vapb	181	76	200	108	97	414	335	403	571	61
Gm18917	0	1	2	0	0	4	0	3	3	0
Gm14371	0	0	2	0	1	0	0	0	0	0
Gm14336	11	1	0	0	0	3	0	0	0	0
Atp5k-ps2	0	0	0	0	0	2	0	0	0	0
Vamp7-ps	0	0	1	0	0	4	2	0	0	0
Stx16	132	37	106	54	78	231	217	181	321	30
Npepl1	30	41	54	24	37	51	94	73	219	16
Gm10714	16	0	7	1	1	0	1	3	0	0
ENSMUSG00002075371	0	0	0	0	0	0	0	0	0	0
Mir296	0	0	0	0	0	0	0	0	0	0
Mir298	0	0	1	0	0	0	0	0	0	0
Gnasas1	0	3	4	1	0	0	3	0	2	0
Gnas	95	20	50	11	6	22	78	43	82	33
ENSMUSG00002076469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076297	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076699	0	0	0	0	0	0	0	0	0	0
Gm20721	0	0	0	0	0	0	0	0	0	0
Nelfcd	238	183	146	91	76	130	211	233	357	68
Ctsz	457	279	429	185	150	538	564	427	809	164
Rpl30-ps5	0	0	0	0	0	0	0	3	1	0
Tubb1	10	11	34	16	10	45	26	51	49	14
Atp5e	184	123	303	182	193	478	882	430	1250	226
Prelid3b	47	40	88	44	53	107	174	155	258	40
Gm14385	2	0	1	0	0	0	1	0	0	0
Vmn1r-ps1	0	0	2	0	0	0	0	0	0	0
Zfp831	50	9	6	3	3	31	16	53	13	8
Edn3	43	21	55	44	23	85	66	87	109	33
Gm14617	11	3	4	3	4	3	3	7	6	12
Gm14618	7	4	2	0	0	0	2	0	3	0
Gm14616	16	0	0	0	1	6	0	0	2	5
Gm14444	0	0	0	0	0	0	0	0	0	0
Gm16354	0	1	0	0	0	0	0	0	0	0
Gm14445	11	0	0	0	0	0	0	0	2	0
Gm14393	12	0	0	1	0	2	2	0	5	3
Gm14439	0	0	0	0	2	2	1	0	0	0
Gm14387	0	0	1	2	0	0	2	0	1	0
Gm14392	0	0	0	0	0	0	0	0	0	0
Gm14399	0	1	3	4	3	14	8	4	9	0
Gm16355	0	1	1	0	0	0	0	0	0	0
Gm14443	43	1	5	5	1	11	6	5	6	2
Gm14391	0	0	0	0	0	0	0	0	0	0
Gm14442	0	0	0	0	0	0	0	0	0	0
Gm14438	0	0	0	0	0	0	0	0	0	0
Gm14440	0	0	0	0	0	0	0	0	0	0
Gm14298	0	0	0	0	0	0	0	0	0	0
Gm4631	0	0	0	0	0	0	0	0	0	0
Zfp968	0	0	0	0	0	0	0	0	0	0
Gm14297	0	0	0	0	0	0	0	0	0	0
Gm4724	0	0	0	3	1	8	4	0	1	0
Zfp965	0	0	0	0	0	0	0	6	0	0
Gm11007	0	0	0	0	0	0	0	0	0	0
Gm16359	0	0	0	0	0	0	0	0	0	0
Zfp969	0	0	0	0	0	0	0	0	0	0
Gm2007	0	0	0	0	0	0	0	0	0	0
Gm16358	0	0	0	0	0	0	0	0	0	0
Gm14288	0	0	0	0	0	0	0	0	0	0
Rps8-ps2	0	0	0	0	0	0	0	0	0	0
Gm2020	0	0	0	0	0	0	0	0	0	0
Gm6710	0	0	0	0	0	0	0	0	0	0
Gm16356	0	0	0	0	0	0	0	0	0	0
Zfp966	0	0	0	0	0	0	0	0	0	0
Gm2026	0	0	0	0	0	0	0	0	0	0
Gm11008	0	0	0	0	0	0	0	0	0	0
Gm16357	0	0	0	0	0	0	0	0	0	0
Gm2004	0	0	0	0	0	0	0	0	0	0
Gm6182	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	0	0	0	0	0	0	0	0	0	0
Gm17258	0	0	0	0	0	0	0	0	0	0
Gm1980	0	0	0	0	0	0	0	0	0	0
Gm11009	0	0	0	0	0	0	0	0	0	0
Zfp968-ps	0	0	0	0	0	0	0	0	0	0
Gm16362	0	0	0	0	0	0	0	0	0	0
Gm14434	0	0	0	0	0	0	0	0	0	0
Zfp967	0	0	0	0	0	4	1	3	3	0
Gm14307	0	0	0	0	0	0	0	0	0	0
Gm14308	0	0	0	0	0	0	0	0	0	0
Zfp973	0	0	0	0	0	0	0	0	0	0
Gm14305	0	3	1	5	5	9	19	2	13	0
Gm14301	0	0	0	0	0	0	0	0	0	0
Gm14390	4	0	0	0	0	1	0	0	2	0
Gm14295	33	1	16	15	11	29	29	10	42	12
Gm14408	0	0	0	0	0	0	0	4	0	0
Gm14405	0	0	0	0	0	0	0	0	0	0
Gm14296	0	0	0	2	0	0	0	0	1	0
Gm14417	0	0	0	0	0	0	0	0	0	0
Gm14419	0	0	0	0	3	0	0	0	0	0
Gm14402	0	0	0	0	0	0	0	0	0	0
Gm14421	0	0	1	0	0	0	2	0	0	0
Gm14401	0	0	0	0	0	9	0	5	2	0
Gm14407	12	0	0	0	0	0	0	0	2	0
Gm14415	0	0	3	7	0	2	0	0	0	0
Gm14411	13	0	0	0	0	0	0	0	0	0
Gm14416	0	0	0	0	0	0	0	0	0	0
Gm14413	0	0	0	0	0	0	0	0	0	0
Gm14410	0	3	3	0	2	21	13	9	12	0
Gm14400	6	0	0	0	0	0	0	4	0	0
Gm14409	0	1	0	1	0	0	0	0	0	0
Gm14412	75	7	11	6	3	15	10	13	21	0
Gm14418	7	0	1	3	0	0	8	0	6	0
Gm14404	0	0	0	0	0	0	0	14	0	0
Gm14414	0	0	0	0	0	0	0	0	0	0
Zfp970	1	4	14	18	3	17	22	44	36	0
Gm14403	0	1	11	1	7	7	11	10	19	6
Gm16363	0	0	0	0	0	0	0	0	0	0
Gm14406	0	0	0	0	0	0	0	0	0	0
Gm14324	0	0	0	0	0	0	3	0	0	0
Gm14322	0	1	3	1	1	9	3	1	0	0
Gm14325	2	9	24	24	11	64	79	72	61	8
Gm14429	15	1	0	0	1	2	0	0	2	0
Rps8-ps5	0	0	0	0	0	0	1	0	0	0
Gm14327	0	0	1	2	2	0	9	0	2	0
Zfp972	0	0	0	0	0	1	2	0	1	0
Gm14326	22	6	28	17	10	40	29	46	56	12
Gm14428	9	0	0	1	0	0	0	9	1	0
Zfp971	13	4	11	18	4	30	40	29	38	8
Zfp931	6	4	6	19	10	39	36	31	28	5
Phactr3	50	3	9	15	1	19	16	6	9	7
Sycp2	37	17	11	22	15	28	22	42	72	20
Ppp1r3d	33	2	5	2	5	25	13	15	16	0
Fam217b	16	21	40	27	18	75	52	36	70	4
Cdh26	25	1	3	1	3	0	2	10	1	0
Gm14314	0	0	0	0	0	5	0	0	0	0
Gm14292	0	0	0	2	0	0	0	0	2	0
Gm14293	0	1	0	0	0	0	1	0	1	0
Gm14294	0	0	0	0	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0	0	5	2	0
Cdh4	27	5	10	19	2	11	7	15	12	0
Gm14300	26	0	0	0	0	0	0	0	0	0
Taf4	33	40	63	49	15	76	94	99	167	35
4921531C22Rik	49	11	16	20	19	73	45	49	97	13
Gm14299	5	0	0	0	5	0	1	0	1	0
Lsm14b	98	66	138	64	65	194	224	235	375	61
Psma7	229	144	271	185	196	561	717	707	982	185
Ss18l1	101	56	186	108	78	267	353	253	501	75
Mtg2	59	11	30	21	15	38	31	47	68	1
Hrh3	20	3	13	1	5	14	9	11	14	0
Gm17180	0	0	0	0	0	0	0	0	1	0
Osbpl2	255	159	236	245	209	388	497	493	876	120
Adrm1	62	88	89	49	54	131	206	169	392	88
Lama5	146	33	69	35	20	90	102	79	156	4
Mir7005	0	0	0	0	0	0	0	0	0	0
Rps21	595	299	779	436	506	1193	2009	1049	1726	691
Mir3091	0	0	0	0	0	0	1	0	0	0
Cables2	53	26	60	37	28	38	92	80	166	10
Rbbp8nl	42	1	11	6	2	8	10	10	24	16
Gata5	24	1	3	0	1	13	6	15	3	0
Gata5os	24	1	4	5	0	0	1	2	0	4
B230312C02Rik	33	4	8	2	0	9	20	2	15	10
Mir1a-1	0	0	0	0	0	0	0	0	0	0
Mir133a-2	0	0	0	0	0	0	0	0	0	0
Slco4a1	43	7	23	9	5	11	23	7	21	1
Ntsr1	82	31	72	24	19	65	84	45	120	14
Mrgbp	53	18	21	19	10	35	35	32	42	13
Ogfr	66	52	102	86	36	189	179	193	273	24
Col9a3	331	187	129	101	95	144	266	218	329	88
Tcfl5	162	78	74	143	111	68	139	224	344	36
Dido1	186	118	214	113	79	300	311	238	441	82
Gm22502	0	0	2	1	0	0	0	1	0	0
Gid8	97	52	109	77	58	201	188	188	337	54
Slc17a9	230	88	226	109	91	234	334	277	460	71
Gm14343	0	0	1	0	0	0	0	0	0	0
Bhlhe23	12	0	2	0	0	3	1	4	0	0
Gm14340	2	6	19	9	2	14	5	2	12	0
Gm14342	36	0	1	0	0	0	0	5	0	0
Gm14344	3	0	1	1	0	7	0	0	2	0
ENSMUSG00002076540	0	0	0	0	0	0	0	0	0	0
Gm14339	0	0	0	0	0	0	0	0	0	0
Mir124a-3	0	0	0	0	0	0	0	0	0	0
Gm27032	5	0	0	2	0	1	1	0	0	0
Ythdf1	53	31	134	34	54	144	195	161	292	54
Birc7	12	0	0	0	0	0	1	0	0	0
Nkain4	10	5	6	3	0	18	6	1	12	0
Gm14341	4	1	0	0	1	0	0	0	0	0
Arfgap1	146	80	166	114	80	298	272	251	460	67
9230112E08Rik	17	10	25	15	8	25	26	11	37	5
Col20a1	155	30	109	30	26	51	79	93	139	21
Chrna4	34	3	1	2	1	17	1	17	3	0
Kcnq2	102	11	16	27	10	48	49	26	21	6
Eef1a2	23	3	2	6	7	11	27	0	5	2
Gm24892	0	0	0	0	0	0	0	0	0	0
Ppdpf	41	17	37	24	12	49	60	47	150	7
Ptk6	35	2	5	6	0	12	1	4	0	0
Srms	12	3	4	6	2	12	6	23	9	6
Gm14398	8	1	2	0	0	0	0	0	6	0
Fndc11	6	14	20	5	3	12	12	18	16	0
Helz2	39	10	28	16	4	18	26	18	48	3
Gmeb2	56	11	43	20	15	69	73	66	122	27
Gm7645	0	0	0	0	0	0	0	0	1	0
Stmn3	3	3	1	6	7	7	21	0	3	0
Rtel1	98	42	68	48	41	105	90	82	143	39
Gm52976	15	0	0	0	0	1	0	0	0	0
Arfrp1	34	17	64	49	21	74	83	106	126	17
Zgpat	46	14	36	16	29	94	96	58	152	13
Lime1	0	0	0	0	0	0	0	0	0	0
Slc2a4rg-ps	19	0	1	3	0	8	4	5	6	0
Zbtb46	89	9	26	20	13	40	45	61	77	5
Gm22708	0	0	0	0	0	0	0	2	0	0
Abhd16b	4	10	10	16	25	23	28	28	66	12
Tpd52l2	124	51	103	57	61	206	241	182	319	94
Gm25184	0	0	0	0	0	0	0	0	0	0
Dnajc5	464	181	485	255	231	713	813	680	1228	164
Uckl1	46	7	34	50	31	101	84	80	130	7
Uckl1os	6	3	3	4	1	1	5	9	14	3
Zfp512b	110	51	119	62	44	184	178	152	341	41
Mir7006	0	0	0	0	0	0	0	0	0	0
Prpf6	195	113	189	152	98	418	446	460	727	101
Samd10	64	47	123	77	46	161	189	148	318	32
Gm29797	15	2	6	0	4	4	1	0	5	0
Gm25879	0	0	0	0	0	0	0	0	2	0
Sox18	10	0	3	3	1	0	7	9	3	0
Tcea2	143	151	141	96	92	95	178	173	422	55
Rgs19	19	24	34	25	9	72	61	16	77	13
Lkaaear1	7	17	11	6	10	41	25	37	65	17
Oprl1	13	9	17	17	11	8	19	52	47	6
Gm14489	3	0	0	0	0	0	0	3	0	0
Myt1	55	8	25	12	3	23	7	47	27	5
Pcmtd2	75	40	103	78	30	188	182	177	227	69
Polr3k	13	34	102	67	43	212	183	152	203	40
Gm5466	0	0	2	0	0	4	1	3	0	0
Gm14496	51	5	8	0	3	4	12	30	2	3
ENSMUSG00002075012	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075999	0	0	0	0	0	0	0	0	0	0
Gm37338	0	0	0	0	0	0	0	0	0	0
Gm8747	0	0	0	0	0	1	0	6	0	0
Hnf4g	44	5	3	2	0	6	4	1	8	7
Gm37000	0	0	1	0	0	0	0	0	0	0
ENSMUSG00002076386	0	0	1	0	0	0	0	2	0	0
Rps24-ps2	7	0	0	0	0	0	0	0	0	0
Pou5f1-rs3	18	0	0	0	0	0	0	2	0	0
Gm2077	0	0	0	0	0	0	0	5	0	0
Gm8775	16	0	1	0	0	0	0	0	1	5
ENSMUSG00002076185	0	0	0	0	0	0	0	0	1	0
n-R5s194	0	1	0	0	0	0	0	0	0	0
Gm34023	0	1	1	0	0	0	2	0	1	0
Gm38131	0	0	1	0	0	0	0	0	2	0
Gm37029	0	0	0	0	0	0	0	0	0	0
Gm22944	5	1	0	0	0	0	0	0	0	0
Gm37763	0	0	0	0	0	0	0	0	0	0
Gm37801	0	0	0	0	0	0	0	0	1	0
1110015O18Rik	9	1	1	1	0	3	2	0	0	0
Gm6140	0	0	1	0	0	0	0	5	0	0
Gm17308	16	0	1	0	0	1	1	6	4	0
2700069I18Rik	7	1	0	0	1	3	0	6	0	0
Gm10748	3	3	0	9	1	3	1	18	2	0
Zfhx4	185	36	127	28	12	76	74	121	133	14
4930555M17Rik	11	5	3	0	2	0	1	0	6	0
Pex2	41	28	79	46	40	222	167	183	210	25
Gm8797	5	0	0	0	0	1	0	1	2	0
Gm37350	0	0	0	0	0	0	0	3	0	0
ENSMUSG00002076241	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075023	0	0	0	0	0	0	0	0	0	0
Gm17934	22	0	1	0	0	0	2	0	5	0
Gm6162	41	3	2	6	0	8	1	6	2	5
Gm38298	0	0	0	0	0	0	0	0	3	0
ENSMUSG00002076789	0	0	0	0	0	0	0	0	0	0
Gm18658	0	1	0	0	0	0	1	0	1	0
Gm5272	0	1	0	0	0	7	0	9	1	0
Gm38291	0	0	0	0	0	0	0	0	0	0
1700008P02Rik	1	5	13	15	9	13	16	9	33	10
Olfr289-ps1	0	0	1	0	0	0	0	0	1	0
Gm22074	0	0	0	0	0	0	0	0	0	0
Gm8823	0	0	0	0	0	1	0	0	0	0
Pkia	45	16	59	28	22	112	145	88	118	25
Gm37918	0	0	1	0	0	0	0	2	0	0
Gm8826	14	0	1	0	1	0	0	0	1	0
Gm23592	6	0	2	0	0	0	0	0	0	0
Zc2hc1a	91	35	63	61	41	115	130	93	139	40
Il7	38	3	7	3	5	21	2	1	8	1
Gm16685	17	2	1	0	0	0	1	0	3	6
Gm29747	13	0	0	0	0	5	0	6	0	11
1700010I02Rik	15	1	3	5	1	0	1	3	3	0
Gm7103	0	2	3	8	0	3	3	2	2	0
Gm5841	13	1	4	0	0	0	0	8	3	4
Gm24614	0	0	0	0	0	0	1	1	0	0
1700003N22Rik	26	0	1	1	2	6	1	0	7	0
Stmn2	45	6	3	3	5	25	25	17	14	0
Gm18822	2	0	0	0	0	2	0	0	0	0
Gm32496	3	0	0	0	0	3	1	4	2	0
Hey1	20	12	5	10	11	35	17	16	35	0
Gm38007	0	0	0	0	0	0	0	0	0	0
Gm23670	0	0	0	0	0	0	0	0	0	0
C230057A21Rik	17	0	3	2	1	0	1	4	2	0
Gm37647	16	2	11	0	0	1	4	16	5	0
Mrps28	41	15	49	9	17	46	77	39	82	31
Gm15467	3	0	1	0	0	0	0	0	0	0
Gm15466	0	0	1	0	0	0	0	0	0	0
Tpd52	462	283	715	505	341	1110	1206	1128	1800	236
Gm37616	0	0	0	0	0	0	0	0	0	0
4930539M17Rik	0	1	0	0	0	0	0	0	0	2
Gm8860	0	0	0	0	0	0	0	0	0	0
Zbtb10	89	30	77	73	39	108	157	177	168	32
7SK	0	0	0	0	0	0	0	0	0	0
C030034L19Rik	47	6	8	3	2	5	12	8	13	3
Zfp704	200	139	273	156	101	382	426	422	692	65
Gm38001	30	2	5	0	0	7	1	10	2	0
Gm17806	0	0	0	0	0	7	0	0	1	0
Pag1	135	35	54	42	9	81	70	101	112	29
Gm16337	9	0	2	5	0	2	0	4	1	0
5S_rRNA	0	2	0	0	0	0	0	0	0	0
Gm6236	16	3	0	1	0	0	0	0	0	8
Gm17877	8	0	0	6	0	2	0	0	0	0
Fabp5	30	12	25	6	2	31	21	38	33	11
Gm38335	19	1	1	4	0	13	1	11	0	0
Myef2l	13	1	5	0	0	2	2	4	2	0
Gm37308	0	0	0	0	0	0	0	0	0	0
Pmp2	0	0	0	0	0	0	0	0	0	0
Gm37389	0	0	0	0	0	0	0	0	0	0
Fabp9	72	49	55	138	130	172	226	188	535	42
Fabp4	17	6	45	28	2	49	42	41	40	10
4632432E15Rik	31	1	0	2	0	8	0	6	0	0
Gm37421	0	2	0	0	0	0	0	0	0	0
1700029B24Rik	0	1	1	0	0	0	0	2	1	0
Fabp12	11	11	19	48	41	47	45	92	110	15
A930014E01Rik	2	0	0	0	0	0	0	0	0	0
Gm38364	0	0	1	0	0	2	2	3	1	0
Impa1	108	37	89	53	57	212	224	203	244	78
Gm38303	0	0	0	0	0	0	0	0	0	0
Slc10a5	22	0	1	7	3	5	1	3	3	1
Zfand1	79	18	28	15	15	49	73	58	93	24
Chmp4c	120	32	106	101	48	193	193	141	357	46
Snx16	9	2	8	16	3	29	27	29	32	0
Gm37831	2	2	2	1	0	6	0	0	0	0
Gm18692	0	0	0	0	0	0	0	0	0	0
Gm37244	17	0	2	4	0	0	0	2	0	0
Gm22795	0	0	0	0	0	0	0	0	0	0
Gm21631	0	0	0	0	0	0	0	3	0	0
Gm37832	8	0	1	0	0	0	0	0	0	0
ENSMUSG00002076512	0	0	0	0	0	0	0	0	0	0
Gm8919	3	1	0	0	0	0	0	0	1	0
Gm10745	10	1	0	1	1	0	0	4	4	0
Gm37996	5	1	2	0	0	0	0	7	2	0
Gm2429	0	0	1	0	0	0	0	10	0	0
Gm8935	9	0	0	0	0	0	1	0	0	0
Gm8939	0	0	0	0	0	0	0	0	0	0
Gm38317	6	1	0	2	0	0	0	0	1	0
Gm37813	20	5	2	0	0	0	1	9	0	0
Gm37197	0	0	0	0	0	2	0	0	0	0
Gm2464	0	0	0	5	0	0	0	0	0	0
Ralyl	133	43	19	37	33	58	29	46	107	9
Gm37164	4	0	0	0	1	0	3	0	3	0
Gm2474	0	0	2	0	1	0	1	1	0	0
Gm19114	4	1	0	0	0	3	0	6	2	0
7SK	0	0	0	0	0	0	0	0	0	0
7SK	3	2	0	0	0	0	0	0	0	0
Gm23112	0	0	0	0	0	0	0	0	0	0
Gm38311	0	0	0	0	0	3	0	0	0	0
Gm6300	9	0	0	0	0	13	0	5	0	0
Gm37358	14	0	0	0	0	0	0	0	0	0
Gm8955	27	0	1	3	0	3	1	5	1	0
Slc7a12	0	2	0	3	1	4	0	0	3	0
Gm8957	8	1	1	0	0	4	0	0	2	0
Lrrcc1	79	36	71	90	54	162	191	184	252	51
Gm17119	0	0	0	0	0	0	0	0	0	0
E2f5	5	21	51	50	17	71	77	94	130	10
Rbis	30	20	60	26	19	47	99	41	86	22
Gm38151	10	0	2	0	0	0	0	0	1	0
Car13	36	1	3	2	1	11	15	16	11	1
Gm5843	0	2	0	0	0	0	0	0	1	0
Car1	26	1	1	2	1	0	0	0	2	0
Gm16399	0	0	1	6	0	0	0	1	0	0
Car3	23	21	75	22	27	59	81	63	92	17
Car2	302	258	378	404	431	495	625	646	1372	164
A930001A20Rik	9	0	0	0	1	0	0	0	0	0
Gm7132	7	0	0	0	0	11	1	1	0	0
Gm33819	0	2	3	0	0	1	2	2	1	0
Gm9733	7	0	1	0	0	0	0	1	0	0
Sirpb1a	22	1	2	0	1	2	5	2	1	0
Sirpb1b	20	3	1	7	3	9	2	0	9	4
Gm37468	0	0	0	0	0	0	0	5	0	0
Sirpb1c	6	3	6	0	1	8	5	0	12	0
Gm6321	19	0	0	0	0	0	0	0	0	0
Gm7343	0	0	1	0	0	2	0	0	0	0
Gm5150	13	0	0	0	1	4	0	4	3	0
ENSMUSG00002076321	0	0	0	0	0	0	0	0	0	0
Gm37836	0	2	1	2	0	3	0	0	0	0
Gm25863	0	0	0	0	1	5	0	0	0	0
Ythdf3	167	90	260	143	119	363	417	287	438	87
Gm26485	0	1	0	0	0	0	2	0	0	0
Gm5283	0	0	1	1	0	0	0	0	0	0
Gm24963	0	0	0	0	0	0	0	0	0	0
Gm6350	27	0	0	2	0	0	1	7	0	0
Gm30340	0	0	2	0	0	0	1	0	1	4
Gm19694	8	0	0	0	0	0	0	0	0	0
Gm38154	0	0	0	0	0	0	0	0	0	0
Mir124-2hg	33	2	0	2	2	8	12	20	7	0
Mir124a-2	12	0	0	0	0	2	0	0	0	0
Gm23441	0	0	0	0	0	0	0	0	0	0
Gm19175	7	0	2	0	0	0	0	0	0	0
Cypt12	26	17	23	53	27	55	53	76	133	5
Gm5844	11	0	3	9	1	2	0	11	2	0
Bhlhe22	22	5	2	0	1	14	9	3	0	3
ENSMUSG00002076581	0	0	0	0	0	0	0	0	0	0
Cyp7b1	25	2	5	1	2	3	8	5	10	0
Gm23686	16	0	0	0	0	0	0	0	0	0
Gm43834	35	2	3	0	0	0	1	10	6	0
Gm30667	19	1	1	7	1	0	4	0	5	3
4930433B08Rik	0	0	0	0	0	0	0	3	0	0
Gm6369	0	0	0	0	0	0	0	1	2	0
Pgk1-ps3	1	0	1	0	0	0	2	0	1	0
Gm37317	2	0	0	9	0	7	0	5	0	0
Gm42944	3	5	3	7	0	15	3	0	8	0
Gm30341	4	0	1	0	0	0	0	0	0	0
Armc1	53	35	75	93	57	159	143	120	203	34
Gm37979	15	0	2	2	3	0	0	0	7	5
Mtfr1	80	69	126	183	96	317	311	378	582	43
Pde7a	113	30	51	56	43	114	111	143	173	12
Gm16093	7	0	0	2	0	2	0	1	7	0
7SK	9	0	0	0	0	0	0	0	0	0
Dnajc5b	18	6	8	31	35	18	66	101	102	0
Gm23330	0	0	0	0	0	1	0	6	0	0
Gm6141	0	0	0	0	0	0	0	1	0	0
1700064H15Rik	0	0	1	0	0	0	4	0	1	0
Trim55	28	8	10	5	9	30	22	35	28	1
BC002189	1	1	1	0	0	3	0	0	0	0
Crh	4	0	1	3	0	0	0	11	0	0
Gm18864	0	1	1	0	0	0	0	0	1	2
Gm7442	0	0	0	0	0	0	0	0	0	0
4632415L05Rik	28	11	39	19	11	60	48	47	65	9
Gm37523	13	0	3	0	0	0	0	0	0	0
Gm17771	7	0	1	0	0	0	0	4	1	0
Cp	569	314	808	305	199	791	666	629	790	134
Hps3	108	37	94	48	30	230	158	172	191	39
Hltf	127	34	78	104	68	176	207	162	209	45
Gyg	40	26	83	26	64	112	149	136	206	20
Cpa3	7	1	1	3	0	0	5	2	1	5
Mir7007	0	0	0	0	0	0	0	0	0	0
Cpb1	55	6	0	2	0	2	1	23	3	0
Gm43525	0	0	0	0	0	0	0	0	0	0
Agtr1b	51	1	1	2	0	1	1	2	3	2
Gm18426	0	1	0	0	0	0	1	0	2	0
Gm42594	0	0	0	0	0	0	0	0	0	0
Gm31466	17	14	9	18	5	10	11	39	18	0
Gm18491	0	0	0	0	0	0	0	0	1	0
Gm38323	0	0	0	0	0	0	0	0	0	0
Gm18493	0	0	0	0	0	0	0	0	0	0
Gm37480	0	0	0	0	0	0	0	0	0	0
Gm7488	0	0	0	0	0	0	0	0	0	0
Gm43160	0	0	0	0	0	0	1	0	1	0
Gm29137	0	0	0	0	0	4	0	0	1	0
Gm43675	18	0	0	0	0	0	0	0	1	0
Gm17935	0	1	0	0	0	4	4	2	1	0
Gm31693	0	0	0	0	0	0	0	0	2	5
7530428D23Rik	12	0	0	0	0	0	1	1	2	0
Gm43674	17	0	0	0	0	0	1	0	0	0
Gm43671	6	0	0	1	0	0	0	0	0	0
Gm43672	0	5	3	11	1	6	14	8	17	0
Tbl1xr1	283	121	325	174	167	562	555	394	760	78
Gm5842	4	0	0	3	0	8	2	6	2	0
Rprl2	1	0	1	0	1	0	0	0	0	0
Gm38324	0	0	1	0	1	1	0	5	3	0
Gm37636	7	0	0	0	0	0	0	0	1	0
Gm26354	4	0	0	0	0	4	0	0	0	5
Spin3-ps	0	0	0	0	0	0	0	0	0	0
Gm37889	0	0	0	1	0	2	0	1	0	0
Gm36983	12	1	1	0	0	0	1	2	0	0
Gm37021	0	0	2	2	1	0	0	0	1	0
Gm37492	2	0	0	0	0	0	0	0	0	0
4930412E21Rik	17	2	1	4	3	5	5	17	16	4
Naaladl2	103	32	93	28	23	94	79	80	80	19
Gm7536	1	0	0	1	1	17	1	6	5	2
Gm24704	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0
