GeneId	Mouse-SRR3480379_trimmed	Mouse-SRR3480380_trimmed	Mouse-SRR3480381_trimmed	Mouse-SRR3480382_trimmed
Gm13536	0	0	0	0
Zbtb43	13	12	34	16
Gm13530	0	0	0	0
Lmx1b	0	0	0	0
Gm38011	0	0	0	0
C130021I20Rik	0	1	1	13
Gm13529	0	0	0	0
9430024E24Rik	0	0	0	0
Mvb12b	8	15	83	32
Nron	0	1	9	7
ENSMUSG00002075431	0	0	0	0
Gm13403	0	0	0	0
Gm13404	0	0	8	0
C230014O12Rik	0	0	0	0
Gm38389	0	0	0	0
Pbx3	3	3	18	5
C79798	4	0	1	1
Mapkap1	36	32	108	30
Gm13407	0	0	0	0
Gm13406	0	0	1	0
Gm13408	2	0	7	1
Gm13414	0	0	0	1
Gapvd1	40	60	356	155
Hspa5	165	272	2332	522
Rabepk	8	7	31	18
Fbxw2	18	8	51	20
Gm13419	0	0	0	0
B3galt9	0	0	0	0
Psmd5	10	14	56	15
Cutal	0	6	23	21
Phf19	1	28	64	29
Gm13448	0	0	0	0
Gm24905	0	0	0	0
Traf1	2	5	9	3
Gm13450	0	0	0	0
Hc	0	1	0	1
Gm13449	0	0	0	0
AI182371	0	0	5	1
Cntrl	37	42	81	67
Rab14	46	41	156	76
Gm13605	1	4	4	2
Gsn	74	117	810	252
Gm43128	1	1	2	0
Stom	22	0	9	3
Glo1-ps	0	0	0	0
4930568D16Rik	0	0	0	0
4930402F06Rik	0	1	0	1
Ggta1	3	17	94	46
Gm43761	0	0	3	10
Gm13444	0	2	2	1
Gm13445	0	3	1	0
Gm35202	0	0	0	0
Gm13446	2	0	0	0
Dab2ip	94	25	60	45
Ttll11	3	6	38	14
Gm43760	0	1	3	0
9030204H09Rik	0	0	0	0
Gm10829	0	0	2	0
Ndufa8	26	8	51	31
Morn5	0	3	4	3
Gm43764	0	0	0	0
Lhx6	0	12	15	6
ENSMUSG00002075109	0	0	0	0
Rbm18	4	12	33	12
Mrrf	2	9	20	11
Gm13428	0	0	0	0
Gm13429	0	0	0	0
Gm13431	0	24	12	16
Ptgs1	11	118	491	312
Gm43621	0	1	4	4
Olfr334-ps1	0	0	0	1
Olfr335-ps	0	0	0	0
Olfr336-ps1	0	0	0	0
Olfr337-ps1	0	0	0	0
Olfr338	0	0	0	0
Gm13430	0	0	0	0
Olfr339	0	0	0	0
Olfr340	0	0	0	0
Olfr341	0	0	0	0
Olfr342	0	0	0	0
Gm47783	0	0	0	0
Olfr343-ps1	0	0	0	0
Olfr344	0	0	0	0
Olfr345	0	0	0	0
Olfr346	0	0	0	0
Olfr347	0	0	0	0
Gm13438	0	0	0	0
Olfr348	0	0	0	0
Olfr50	0	0	0	0
Gm13436	2	7	10	4
Olfr3	0	0	0	0
Olfr349-ps1	0	0	0	0
Olfr350	0	0	0	0
Olfr351	0	0	0	0
Olfr352	0	0	0	0
Olfr353	0	0	0	0
Olfr354	0	0	0	0
Btf3-ps9	0	0	0	0
Olfr355	0	0	0	0
Olfr356	0	0	0	0
Olfr357	0	0	0	0
Olfr358	0	0	0	0
Olfr359-ps1	0	0	0	0
Gm13439	0	0	0	0
Olfr360	0	0	0	0
Gm13437	0	0	0	0
Olfr361	0	0	0	1
Olfr362	0	0	1	1
Olfr363-ps	0	0	0	0
Olfr364-ps1	0	0	0	0
Olfr365	0	0	0	0
Gm13435	0	0	0	0
Olfr366	0	0	0	0
Olfr367-ps	0	0	0	0
Gm22306	0	4	4	5
Olfr368	0	0	0	0
Pdcl	9	4	37	8
Rc3h2	37	29	134	52
Snord90	15	767	95	56
Zbtb6	8	2	19	3
Zbtb26	3	5	28	4
Rabgap1	20	12	155	47
Strbp	48	88	187	103
Gm17893	0	1	2	1
Gpr21	0	0	8	3
Gm44063	0	0	0	0
Gm13543	0	0	6	8
Mir5128	0	0	0	0
Crb2	2	2	5	4
Dennd1a	11	35	140	126
Gm44283	1	0	2	4
Gm44443	1	0	4	0
Gm44291	0	0	8	5
ENSMUSG00002075141	0	0	0	0
Gm13556	2	0	1	0
Lhx2	0	0	1	2
Gm27197	0	0	0	0
Gm13584	0	0	0	0
Gm13589	0	0	0	0
Gm25081	0	0	1	0
Gm13588	0	0	0	0
Gm44062	0	0	0	0
Nek6	44	3	20	6
Gm35808	5	0	0	0
Gm44183	0	0	0	0
Psmb7	14	10	51	24
Gm13586	1	0	2	0
ENSMUSG00002076647	0	0	1	0
Adgrd2-ps	0	1	0	3
Nr5a1	0	0	0	0
Nr5a1os	0	0	0	0
Nr6a1	13	44	75	48
Gm44146	0	0	1	0
Rpl15-ps4	0	0	1	1
Nr6a1os	2	0	3	0
Mir181a-2	2	5	0	0
Gm44144	3	2	11	0
Mir181b-2	0	0	0	0
5730507A11Rik	3	0	3	3
Olfml2a	8	12	22	10
Gm13473	0	0	3	0
Gm13474	0	0	1	0
Gm13496	0	1	0	0
Wdr38	1	18	8	7
Rpl35	4	1	1	1
Arpc5l	7	13	63	30
Golga1	33	21	74	67
Gm26127	0	0	0	1
Scai	5	17	113	39
Gm18791	1	0	0	0
Gm16523	1	2	10	8
Gm44027	2	1	14	5
Ppp6c	10	17	54	17
Gm13511	0	0	6	0
Gm13504	0	0	0	0
Vmn2r-ps2	0	0	0	0
Gm13506	0	0	0	0
Gm13454	0	0	0	0
Gm13451	0	0	0	0
Gm13452	0	0	0	0
Gm43944	0	0	0	0
Gm43970	0	0	2	0
Gm13453	0	1	0	0
Gm13457	0	0	0	0
Gm13458	0	2	1	0
Gm13455	0	0	0	0
Gm24467	0	0	0	0
Gm13456	9	12	31	6
Lrp1b	1	14	16	15
ENSMUSG00002076281	0	0	0	0
Gm13462	0	0	0	0
Gm13460	0	0	0	0
Gm13461	0	0	0	0
Gm13463	0	0	0	0
Mir6336	0	0	0	0
Gm24350	0	0	0	0
Gm51430	0	0	0	0
Gm13464	0	0	0	0
Kynu	1	0	4	0
Arhgap15	2	2	5	3
Arhgap15os	0	0	1	1
U6	0	0	0	0
Gtdc1	3	15	27	18
Gm13477	0	0	0	2
Zeb2	14	4	22	24
Mir5129	0	0	0	0
Zeb2os	0	0	1	0
ENSMUSG00002074931	0	0	0	0
ENSMUSG00002076472	0	0	0	0
ENSMUSG00002076317	0	0	0	0
Gm28643	0	0	0	0
ENSMUSG00002076074	0	0	0	0
Gm13475	0	0	0	0
Gm13479	0	0	0	0
Gm13478	0	0	0	0
1700019E08Rik	0	0	0	0
Gm13465	0	0	0	0
Gm13467	0	0	0	0
Gm13466	0	0	0	0
Gm23072	0	0	0	0
Gm13469	0	0	0	0
Gm13470	0	0	0	0
Gm25264	0	0	0	0
ENSMUSG00002075748	0	0	0	0
Gm13481	0	0	5	4
Gm13471	0	0	0	0
Gm13482	0	0	0	0
Gm25338	0	1	0	2
Gm13472	0	1	0	1
Gm13489	0	0	0	0
Acvr2a	24	5	46	15
Orc4	10	8	29	11
Mbd5	14	12	69	36
Gm13510	0	0	0	2
Ap2m1-ps	2	1	6	1
Gm13508	0	0	0	0
Gm25215	0	0	0	0
Epc2	19	18	36	31
Kif5c	3	33	146	224
Gm13525	0	0	0	0
Lypd6b	0	0	3	0
Gm13480	0	0	0	0
Y_RNA	0	0	0	0
Lypd6	0	2	3	0
Mmadhc	21	7	49	22
Gm13483	0	0	1	0
Gm48908	0	0	1	1
Gm13486	0	0	0	0
Gm13488	0	0	0	0
Gm13487	0	0	0	0
Gm13485	0	0	0	0
Gm13484	0	0	0	0
Gm13498	0	0	0	0
Rnd3	5	2	9	6
Gm28639	0	0	0	0
Gm13500	0	0	0	0
Gm13497	0	0	0	0
Gm13499	0	0	0	0
1700057H21Rik	0	0	0	0
Gm23505	0	0	0	0
Gm13494	0	0	0	0
Gm13491	0	0	0	0
Tas2r134	0	0	0	0
Gm13490	0	0	0	0
Gm13492	0	0	0	0
Gm13493	0	0	0	0
Rbm43	0	0	4	4
Gm13495	0	0	0	0
Nmi	28	9	30	16
Tnfaip6	0	0	0	0
Rif1	28	15	154	103
Neb	193	13	85	73
ENSMUSG00002075472	0	0	0	0
Gm13521	0	0	0	0
Gm13522	0	0	0	0
Arl5a	35	13	65	30
A430018G15Rik	0	0	0	3
Cacnb4	0	5	15	10
Gm13541	0	0	1	0
Bloc1s2-ps	0	0	2	0
Stam2	29	10	59	12
Gm13548	0	0	0	0
Fmnl2	5	10	27	16
Prpf40a	43	31	112	32
Arl6ip6	3	2	23	8
Gm25898	0	0	0	0
Gm13501	0	0	0	0
Gm13503	0	0	0	0
Idi1-ps1	0	0	0	0
Gm23315	0	0	0	0
Rprm	0	6	16	9
Gm22298	0	0	1	0
Gm13505	0	0	0	2
Gm14035	0	0	2	0
Gm14034	0	0	0	0
Galnt13	0	4	8	2
Gm24549	0	0	0	0
Gm25489	0	0	0	0
Gm14032	0	0	0	0
Gm14033	0	0	0	0
Kcnj3	3	0	5	2
Gm13517	0	0	0	0
Gm13615	0	2	2	3
Gm13518	0	0	0	0
Mir195b	0	0	0	0
Gm13527	0	0	0	0
Nr4a2	0	6	6	4
BB557941	0	0	0	0
4930555B11Rik	0	2	0	2
ENSMUSG00000080812	0	0	0	0
A930012O16Rik	0	0	1	2
Gpd2	145	51	139	74
Gm13535	1	0	4	1
Gm13531	0	0	0	0
Gm13532	0	0	0	0
Gm13533	0	0	0	0
Gm25388	0	0	0	0
Gm33594	0	0	0	0
Galnt5	10	0	0	0
Ermn	0	0	0	0
Gm13534	0	0	0	0
Cytip	15	6	4	9
Gm13546	0	0	0	0
Acvr1c	10	0	2	0
Gm13544	1	0	0	0
Gm13545	0	0	0	1
Acvr1	10	0	35	7
Gm17409	0	0	2	0
Upp2	1	1	2	0
Gm13558	1	0	0	0
Gm13559	0	0	0	0
Ccdc148	0	45	131	87
Gm11099	0	0	0	0
Gm13560	0	0	0	0
Gm13557	0	0	0	0
Gm13550	0	0	2	1
Pkp4	61	18	137	26
5330411J11Rik	0	0	0	0
Gm13551	0	0	0	0
Gm13549	0	0	0	0
Dapl1	0	0	5	1
Gm13552	0	0	0	0
Tanc1	25	6	89	26
Wdsub1	5	10	35	12
Baz2b	63	83	208	158
Gm13574	0	0	7	2
Gm13572	4	4	3	1
Gm13570	1	0	1	1
Gm13620	0	0	0	0
Ldha-ps	0	0	0	0
Marchf7	50	28	115	46
Cd302	14	0	2	2
Rpl10a-ps4	1	0	0	0
Ly75	47	0	4	3
Gm13571	0	0	0	0
Gm13580	0	0	1	0
Pla2r1	1	4	59	24
Gm13583	0	0	0	0
Gm13566	0	0	0	0
Gm13567	0	0	0	0
Itgb6	14	2	8	3
Rbms1	7	13	25	14
Gm13582	0	0	0	0
Gm13579	0	0	0	0
Gm13581	0	0	0	0
Gm26422	0	0	0	0
SNORA75	0	0	0	0
Tank	10	4	17	18
Gm13626	0	0	1	0
Psmd14	18	18	30	13
ENSMUSG00002075556	0	0	0	0
5S_rRNA	0	0	0	0
Tbr1	5	6	24	11
Gm13555	0	0	0	0
Slc4a10	0	0	5	1
Dpp4	326	43	283	100
Gm13561	1	1	16	1
Gm13565	0	0	0	0
Gm13564	1	0	0	0
Gcg	3	0	0	1
Fap	0	0	2	0
Ifih1	48	8	36	17
Gca	3	8	40	7
Gm13590	1	0	5	1
Kcnh7	3	2	6	0
Gm22020	0	0	0	0
Gm13569	0	0	0	0
Gm52982	0	0	0	0
Gm23503	0	0	0	0
Fign	0	1	9	2
Gm13575	0	1	7	0
Gm13577	0	0	0	0
Gm13576	0	0	0	0
Gm13578	0	0	0	0
Grb14	4	1	5	9
Cobll1	21	8	100	22
Gm13594	0	0	4	1
Gm13592	0	0	0	0
Gm13593	0	0	0	0
Slc38a11	0	0	0	0
Mir6337	0	0	0	0
Gm24138	0	0	0	0
Scn3a	1	10	2	3
Gm13595	0	0	0	0
Scn2a	3	0	2	2
Gm52953	0	0	0	0
Csrnp3	0	0	2	1
Gm13619	0	0	0	0
Gm13617	0	0	0	0
Galnt3	8	34	110	37
Gm28638	0	1	0	0
Gm13616	0	0	0	0
Ttc21b	6	9	25	22
Gm13618	0	0	0	0
Scn1a	0	0	0	2
Gm13630	0	0	0	0
Gm13629	0	0	0	0
Rpl35-ps1	0	0	0	0
Scn9a	0	1	2	2
Gm13627	0	0	0	0
7SK	0	0	0	0
Scn7a	6	3	11	3
Gm13600	0	0	0	0
Gm13602	0	0	0	0
Gm13598	0	0	0	0
Xirp2	0	0	3	1
Gm13599	0	0	0	0
Gm21830	0	0	1	0
Gm23328	0	0	0	0
Gm13601	0	0	0	0
B3galt1	0	0	0	0
Mir7224	0	0	0	0
Gm26743	1	0	0	0
Gm13604	0	0	0	0
Gm13603	0	0	1	0
Mir6335	0	0	0	0
Gm37964	0	0	2	0
Gm13607	0	0	0	0
Stk39	9	43	137	84
Gm13596	0	0	0	0
7SK	0	0	0	0
Gm13597	0	0	0	0
Gm49461	0	1	0	2
Gm49462	0	0	0	0
Gm36002	0	16	9	4
4933409G03Rik	9	168	122	105
4932414N04Rik	7	135	62	41
Gm36231	0	1	0	0
Gm13612	0	0	0	1
Cers6	104	43	325	87
Gm37159	4	4	21	10
Gm38236	4	0	13	7
Gm37651	2	1	19	11
Gm37747	4	0	10	1
Gm37666	2	1	16	4
Gm38377	1	4	36	12
Nostrin	19	0	0	0
Spc25	3	0	8	3
G6pc2	0	0	0	0
Abcb11	0	2	0	0
Gm13613	0	0	0	0
Gm13614	0	0	0	0
Dhrs9	0	0	1	1
Lrp2	1	261	1271	816
Bbs5	0	2	13	5
Klhl41	0	0	3	0
Fastkd1	9	9	33	18
Ppig	15	20	46	20
Gm13622	0	1	0	2
Ccdc173	2	6	7	5
Gm13623	0	0	0	0
Phospho2	9	8	32	14
Gm13624	0	0	0	0
Klhl23	8	1	67	13
Ssb	26	12	52	18
Mettl5	7	2	20	9
Gm13625	0	0	0	0
Mettl5os	0	0	0	0
Ubr3	89	48	277	107
Gm13631	0	0	0	0
Myo3b	1	65	416	215
Rpl9-ps7	0	0	2	0
Sp5	4	13	13	9
Gad1os	0	0	3	1
Erich2os	0	0	0	0
Erich2	0	2	7	17
Gm37026	0	0	0	0
Gad1	0	1	6	1
Gm16510	0	0	0	0
Gm26558	0	0	5	1
Gorasp2	28	24	169	68
Tlk1	24	22	134	40
Gm13633	0	0	1	0
Gm13632	0	0	0	0
Mettl8	2	6	26	10
Dcaf17	11	13	47	22
Cybrd1	3	0	4	1
Dync1i2	41	33	149	83
Slc25a12	10	8	56	15
Gm13641	0	0	3	0
Hat1	9	7	57	13
Gm13642	1	0	0	0
U6	0	0	0	0
Metap1d	4	3	32	14
U6	0	0	0	0
Dlx1as	0	0	0	0
Dlx1	0	1	1	0
Dlx2	0	0	0	0
Platr26	0	0	0	0
Gm13647	0	0	0	0
Itga6	118	14	57	25
Gm13663	0	0	0	0
Gm13662	0	0	0	0
Gm13739	0	0	0	0
Pdk1	14	32	137	26
Gm13746	0	0	0	0
Rapgef4	2	11	30	12
Gm26408	0	0	0	0
Rapgef4os1	0	0	0	0
Rapgef4os2	0	0	0	0
Rapgef4os3	9	0	1	1
Map3k20	31	6	37	13
7SK	0	0	0	0
Rpl36a-ps4	0	0	2	0
Cdca7	12	0	3	0
Rps13-ps8	0	0	0	0
Eif1-ps3	0	0	0	0
Pex13-ps	0	0	0	0
Ak3l2-ps	0	0	0	0
8430437L04Rik	0	0	0	0
6430710C18Rik	1	0	0	0
Sp3	46	28	64	32
ENSMUSG00002075865	0	0	2	0
Hspe1-ps5	0	0	0	0
Gm11084	0	0	1	0
Sp3os	0	2	5	6
Ola1	18	4	49	15
Gm13665	0	0	0	0
Gm13666	2	0	4	0
Gm13664	0	0	0	0
Sp9	0	1	0	1
Cir1	2	0	2	2
Scrn3	3	3	22	12
Gpr155	27	1	85	10
Gm13703	0	0	0	0
Gm13709	0	0	2	0
D230022J07Rik	0	0	0	1
Gm13707	0	0	0	0
Wipf1	28	2	12	4
Gm13708	1	0	0	0
Chrna1	0	4	0	1
Chrna1os	0	0	0	0
Chn1os3	0	0	3	0
Chn1	5	3	16	12
Chn1os1	0	0	0	0
Gm13640	0	0	0	0
Atf2	20	20	79	34
ENSMUSG00002074852	0	0	0	0
Atp5g3	150	31	131	49
Gm13668	0	0	0	0
A630050E04Rik	0	0	0	0
Gm28640	0	0	0	0
Gm13667	0	0	0	0
4930441J16Rik	0	1	0	0
Lnpk	7	14	69	32
4930445N08Rik	0	0	0	0
Mrpl23-ps1	0	0	0	0
Gm22975	0	0	0	1
Gm13672	0	0	0	0
Evx2	4	0	4	1
Hoxd13	0	0	0	0
Hoxd12	0	0	0	0
Hoxd11	0	0	4	2
Gm28309	0	0	0	0
Hoxd10	0	0	0	4
Gm14396	0	0	0	0
Gm28793	0	0	0	0
Hoxd9	1	11	38	9
ENSMUSG00002076500	0	0	0	1
Hoxd3os1	0	7	73	25
Hoxd8	2	35	178	42
Hoxd3	1	0	23	6
Hoxd4	0	6	96	35
Mir10b	1	317	9	14
Gm28230	0	0	7	5
Haglr	0	4	6	11
Gm14424	0	0	1	1
Gm14426	0	0	0	0
Hoxd1	0	0	0	0
Mtx2	8	7	36	8
Gm14425	0	0	5	0
Gm14427	0	0	0	1
5S_rRNA	0	0	0	0
Gm13652	0	8	81	34
2600014E21Rik	0	2	14	4
A330043C09Rik	0	0	3	0
Rps6-ps4	0	1	1	1
Gm13653	0	0	0	0
Gm18494	0	0	1	0
Gm37243	0	0	1	0
Gm13658	0	0	0	0
Gm13660	0	0	0	0
Gm13655	0	0	2	0
Gm24574	0	0	0	0
Hnrnpa3	70	24	132	43
Nfe2l2	89	15	80	17
U6	0	0	1	0
E030042O20Rik	0	1	2	4
Gm13656	0	0	0	0
Gm13657	0	1	6	0
Gm13669	0	0	0	0
Gm13670	0	0	0	0
Agps	19	13	71	12
Ttc30b	1	0	10	0
Ttc30a2	0	4	2	4
Ttc30a1	0	0	4	3
Pde11a	3	0	3	1
ENSMUSG00002076140	0	0	0	0
Cyct	0	0	2	2
Rbm45	22	9	43	18
Osbpl6	45	30	98	75
ENSMUSG00002075085	0	0	0	0
Prkra	9	12	21	9
Pjvk	0	0	3	1
Fkbp7	2	4	7	2
Plekha3	10	91	232	42
Ttn	7	30	201	93
Gm13938	0	0	0	0
Ccdc141	3	8	7	7
ENSMUSG00002075103	0	0	0	0
Sestd1	34	51	195	68
Gm13650	0	0	5	1
Gm13651	0	0	0	0
Gm13943	0	0	0	0
Gm13649	0	0	0	0
Zfp385b	1	11	22	5
Gm13944	0	0	1	1
Gm13661	0	0	0	0
Gm13727	0	0	0	0
Cwc22	8	10	28	18
Gm13726	0	0	0	0
4930440I19Rik	0	0	2	2
Gm14461	0	0	3	5
Gm14460	0	0	0	0
7SK	0	0	0	0
Gm14464	0	0	0	0
Gm14463	0	0	0	0
Gm17014	0	0	0	0
Ube2e3	11	14	38	10
Gm37004	1	0	0	0
Gm14466	0	0	0	0
Gm14469	0	0	0	0
Gm14465	0	0	0	0
Itga4	9	6	6	6
Cerkl	1	4	0	2
Gm22606	0	0	0	0
Gm13673	0	0	0	0
Neurod1	1	0	0	0
Itprid2	81	58	196	84
Ppp1r1c	0	0	0	1
Pde1a	1	12	51	19
Gm13674	0	0	0	0
Prdx6b	0	1	13	6
Dnajc10	32	134	2117	381
Gm13752	0	0	0	0
Frzb	10	18	127	11
Gm13687	0	0	0	0
Nckap1	103	27	226	47
Gm13689	2	0	3	1
Gm24461	0	0	1	1
Gm13688	0	0	2	0
Dusp19	2	16	17	15
Nup35	0	4	4	1
Mir684-1	0	0	0	0
Gm13690	0	0	0	0
Gm25420	0	0	0	0
Gm4735	0	0	2	0
Gm22652	0	0	0	0
Gm13700	0	0	2	0
Gm13755	0	0	1	0
Gm13756	0	0	0	0
Gm23452	0	0	0	0
5S_rRNA	0	0	0	0
Zfp804a	0	1	0	2
Gm13677	0	0	0	0
A130030D18Rik	0	0	0	0
Gm13675	0	0	0	0
Gm13676	0	0	0	0
Gm13678	0	0	0	0
Fsip2	0	35	48	41
Gm28675	0	0	0	0
Gm13680	2	3	10	1
Gm13679	0	0	0	0
Gm13682	0	0	0	0
Gm13681	0	0	0	0
Gm13683	0	0	0	0
Gm13685	0	0	0	0
Zc3h15	17	23	54	16
Gm13686	0	1	1	3
Itgav	19	24	178	53
Gm13684	0	0	8	1
Dnmt3l-ps1	1	3	3	1
Fam171b	0	0	5	1
Zswim2	0	4	0	4
Gm13698	0	0	0	0
Gm13693	0	0	0	0
Gm13695	0	0	0	0
Gm13696	0	0	0	0
Gm13694	0	0	0	0
Gm13697	0	0	0	0
Gm13691	0	0	0	0
Gm13692	0	0	0	0
Gm13702	0	0	0	0
ENSMUSG00002075337	0	0	0	0
Gm13711	0	0	0	0
Calcrl	7	0	7	1
Tfpi	3	1	12	0
Gm13710	0	0	0	0
Gm52947	0	0	0	0
Gm52948	0	0	0	0
Ctnnd1	21	16	48	13
Gm28635	0	0	0	0
Btbd18	0	3	1	0
Selenoh	4	2	17	5
Tmx2	4	3	35	11
Med19	7	3	17	14
Zdhhc5	52	32	185	62
5S_rRNA	0	0	0	0
U6	0	0	0	0
Clp1	3	4	24	19
Ypel4	3	0	4	0
Mir130a	0	65	1	2
Gm19426	1	1	1	1
Serping1	12	16	161	24
Ube2l6	20	10	10	12
Smtnl1	0	1	2	7
Timm10	5	1	5	2
Slc43a1	1	1	5	1
Rtn4rl2	1	3	7	4
ENSMUSG00002076794	0	0	0	0
Slc43a3	4	0	7	1
Prg2	0	0	0	0
Prg3	0	0	0	0
P2rx3	2	4	9	10
Ssrp1	34	23	108	44
Tnks1bp1	63	100	239	208
4930443O20Rik	0	0	1	3
Aplnr	1	0	2	0
Gm13712	0	0	1	0
Lrrc55os	0	0	0	0
Lrrc55	1	0	0	0
Gm13716	0	0	1	0
Gm13715	0	0	2	0
Gm13714	0	0	0	0
Olfr987	0	0	0	0
Olfr988	0	0	0	0
Olfr989-ps1	0	0	0	0
Olfr990-ps1	0	0	0	0
Olfr991-ps1	0	0	0	0
Olfr992	0	0	0	0
Olfr993	0	0	0	0
Gm23716	0	0	0	0
Olfr994	0	0	0	0
Olfr995	0	0	0	0
Fads2b	1	0	0	0
Olfr996	0	0	0	0
Olfr997-ps1	0	0	0	0
Olfr998	0	0	0	0
Olfr999-ps1	0	0	0	0
Olfr1000	0	0	0	0
Olfr1001-ps1	0	0	0	0
Olfr1002	0	0	0	0
Olfr1003-ps1	0	0	0	0
Olfr1004-ps1	0	0	0	0
Olfr154	0	0	0	0
Olfr1005-ps1	0	0	0	0
Olfr1006	0	0	0	0
Olfr1007-ps1	0	0	0	0
Olfr1008	0	0	0	0
Olfr1009	0	0	0	0
Olfr1010	0	0	0	0
Olfr1012	0	0	0	0
Olfr1013	0	0	0	0
Olfr1014	0	0	0	0
Gm49332	0	0	0	0
Olfr1015	0	0	0	0
Olfr1016	0	0	0	0
Olfr1017-ps1	0	0	0	0
Gm13720	0	0	0	0
Olfr1018	0	0	0	0
Olfr1019	0	0	0	0
Olfr1020	0	0	0	0
Olfr1021-ps1	0	0	0	0
Olfr1022	0	0	0	0
Gm24037	0	0	0	0
Olfr1023	0	0	0	0
Gm40020	0	0	0	0
Olfr1024	0	0	0	0
Olfr1025-ps1	0	0	0	0
Olfr1026	0	0	0	0
Olfr1027-ps1	0	0	0	0
Olfr1028	0	0	0	0
Olfr1029	0	0	0	0
Olfr1030	0	0	0	0
Olfr1031	0	0	0	0
Olfr1032	0	0	0	0
Olfr1033	0	1	1	3
Olfr1034	0	0	0	0
Olfr1035-ps1	0	0	0	0
Olfr1036	0	0	0	0
Olfr1037	0	0	0	0
Gm13722	0	0	0	0
Olfr1038-ps	0	0	0	1
Olfr1039	0	0	0	0
Olfr1040	0	0	0	0
Olfr1041-ps1	0	0	0	0
Olfr1042	0	0	0	0
Olfr1043	0	0	0	0
Olfr1044	0	0	0	0
Olfr52	0	0	1	0
Olfr1045	0	0	0	0
Olfr1046	0	0	0	0
Olfr1047	0	0	0	0
Olfr1048	0	0	0	0
Olfr1049	0	0	0	0
Olfr1050-ps1	0	0	0	0
Olfr1051	0	0	0	0
Olfr1052	0	0	0	0
Olfr1053	0	0	0	0
Gm13719	0	0	0	0
Olfr1054	0	0	0	0
Gm48554	0	0	0	0
Olfr1055	0	0	0	0
Olfr1056	0	0	0	0
Olfr1057	0	0	0	0
Olfr1058	0	0	0	0
Olfr1059-ps1	0	0	0	0
Gm20734	0	0	0	0
Olfr1060-ps1	0	0	0	0
Olfr1061	0	0	0	0
Olfr1062	0	0	0	0
Olfr1063-ps1	0	0	0	0
Olfr1064-ps1	0	0	0	0
Olfr1065	0	0	0	0
Olfr1066	0	0	0	0
Olfr1069-ps1	0	0	0	0
Gm48628	0	0	0	0
Olfr1070-ps1	0	0	0	0
Olfr228	0	0	0	0
Olfr1073-ps1	0	0	0	0
Olfr1073-ps1	0	0	0	0
Olfr1075-ps1	0	0	0	0
Gm5023	0	0	0	0
Olfr1076	0	0	0	0
Olfr1077-ps1	0	0	0	0
Olfr1078-ps1	0	0	0	0
Olfr1079	0	0	0	1
Olfr1080	0	0	0	0
Olfr1081-ps1	0	0	0	0
Olfr1082	0	0	0	0
Olfr1083-ps	0	0	0	0
Olfr1084	0	0	0	0
Olfr1085	0	0	0	0
Olfr1086	0	0	0	0
Olfr1087	0	0	0	0
Olfr1088-ps1	0	0	0	0
Olfr1089	0	0	0	0
Olfr1090	0	0	0	0
Olfr1091-ps1	0	0	0	0
Olfr1092-ps1	0	0	0	0
Olfr1093	0	0	0	0
Olfr141	0	0	0	0
Olfr1094	0	0	0	0
Olfr1095	0	0	0	0
Olfr1096	0	0	0	0
Olfr1097	0	0	0	0
Olfr1098	0	0	0	0
Gm48002	0	0	0	0
Olfr1099	0	0	0	0
Olfr1100	0	0	0	0
Olfr1101	0	0	1	0
Olfr1102	0	0	0	0
Olfr1103-ps1	0	0	0	0
Olfr1104	0	0	0	0
Olfr1105	0	0	0	0
Olfr1106	0	0	0	0
Olfr1107	0	0	0	0
Olfr1108-ps1	0	0	0	0
Olfr1109	0	0	0	0
Olfr259	0	0	0	0
Gm13733	0	0	0	0
Olfr1110	0	0	0	0
Olfr1111	0	0	0	0
Nlk-ps1	0	0	1	0
Olfr1112	0	0	0	0
Gm13730	0	0	0	0
Olfr1113	0	0	0	0
Olfr1114-ps1	0	0	0	0
Gm13735	0	0	0	0
Olfr1115	0	0	0	0
ENSMUSG00002076800	0	0	0	0
Gm13732	0	0	0	0
Olfr1116	0	0	0	0
Gm13728	0	0	0	0
Olfr1117-ps1	0	0	0	0
Gm13729	0	0	0	0
Olfr1118	0	0	0	0
Gm13737	0	0	0	0
Gm13731	0	0	0	0
Olfr1119-ps1	0	0	0	0
Olfr1120	0	0	0	0
Olfr1121	0	0	0	0
Olfr1122	0	0	0	0
Gm1826	0	0	3	0
Olfr1123	0	0	0	0
Olfr1124	0	0	0	0
Olfr1126	0	0	0	0
Pramel7	0	0	0	0
Pramel6	0	0	0	0
Gm13738	0	0	0	0
Olfr1127-ps1	0	0	0	0
Gm13736	1	4	12	5
Olfr153	0	0	0	0
Olfr1128	0	0	0	0
Gm13740	0	1	0	0
Gm13744	0	0	0	0
Gm13743	0	0	0	0
Olfr1129	0	0	0	0
Olfr1130	0	0	0	0
Olfr1131	0	0	0	0
Olfr1132	0	0	0	0
Gm13742	0	0	0	0
Olfr1133	0	0	0	0
Olfr1134	0	0	0	0
Olfr1135	0	0	0	0
Olfr1136	0	0	0	0
Olfr1137	1	0	0	0
Olfr1138	0	0	0	0
Olfr1140	0	0	0	0
Olfr1139-ps1	0	0	0	0
Olfr1141	0	0	0	0
Olfr152	0	0	0	0
Olfr1142-ps1	0	0	0	0
Olfr1143	0	0	0	0
Olfr1144-ps1	0	0	0	0
Olfr1145	0	0	0	0
